-2	-20	-90	-95.71059314
-2	-19	-90	-96.00900596
-2	-18	-90	-96.34019175
-2	-17	-90	-96.70983681
-2	-16	-90	-97.12501635
-2	-15	-101.3099325	-97.59464337
-2	-14	-101.3099325	-98.13010235
-2	-13	-101.3099325	-98.74616226
-2	-12	-101.3099325	-99.46232221
-2	-11	-101.3099325	-100.3048465
-2	-10	-101.3099325	-101.3099325
-2	-9	-106.3895403	-102.5288077
-2	-8	-106.3895403	-104.0362435
-2	-7	-106.3895403	-105.9453959
-2	-6	-106.3895403	-108.4349488
-2	-5	-119.7448813	-111.8014095
-2	-4	-120.9637565	-116.5650512
-2	-3	-120.9637565	-123.6900675
-2	-2	-135	-135
-2	-1	-150.2551187	-153.4349488
-2	0	180	180
-2	1	150.2551187	153.4349488
-2	2	135	135
-2	3	120.9637565	123.6900675
-2	4	120.9637565	116.5650512
-2	5	119.7448813	111.8014095
-2	6	106.3895403	108.4349488
-2	7	106.3895403	105.9453959
-2	8	106.3895403	104.0362435
-2	9	106.3895403	102.5288077
-2	10	101.3099325	101.3099325
-2	11	101.3099325	100.3048465
-2	12	101.3099325	99.46232221
-2	13	101.3099325	98.74616226
-2	14	101.3099325	98.13010235
-2	15	101.3099325	97.59464337
-2	16	90	97.12501635
-2	17	90	96.70983681
-2	18	90	96.34019175
-2	19	90	96.00900596
-1	-20	-90	-92.86240523
-1	-19	-90	-93.0127875
-1	-18	-90	-93.17983012
-1	-17	-90	-93.36646066
-1	-16	-90	-93.57633437
-1	-15	-90	-93.81407483
-1	-14	-90	-94.08561678
-1	-13	-90	-94.39870535
-1	-12	-90	-94.76364169
-1	-11	-90	-95.19442891
-1	-10	-90	-95.71059314
-1	-9	-90	-96.34019175
-1	-8	-90	-97.12501635
-1	-7	-101.3099325	-98.13010235
-1	-6	-101.3099325	-99.46232221
-1	-5	-101.3099325	-101.3099325
-1	-4	-106.3895403	-104.0362435
-1	-3	-106.3895403	-108.4349488
-1	-2	-119.7448813	-116.5650512
-1	-1	-135	-135
-1	0	180	180
-1	1	135	135
-1	2	119.7448813	116.5650512
-1	3	106.3895403	108.4349488
-1	4	106.3895403	104.0362435
-1	5	101.3099325	101.3099325
-1	6	101.3099325	99.46232221
-1	7	101.3099325	98.13010235
-1	8	90	97.12501635
-1	9	90	96.34019175
-1	10	90	95.71059314
-1	11	90	95.19442891
-1	12	90	94.76364169
-1	13	90	94.39870535
-1	14	90	94.08561678
-1	15	90	93.81407483
-1	16	90	93.57633437
-1	17	90	93.36646066
-1	18	90	93.17983012
-1	19	90	93.0127875
0	-20	-90	-90
0	-19	-90	-90
0	-18	-90	-90
0	-17	-90	-90
0	-16	-90	-90
0	-15	-90	-90
0	-14	-90	-90
0	-13	-90	-90
0	-12	-90	-90
0	-11	-90	-90
0	-10	-90	-90
0	-9	-90	-90
0	-8	-90	-90
0	-7	-90	-90
0	-6	-90	-90
0	-5	-90	-90
0	-4	-90	-90
0	-3	-90	-90
0	-2	-90	-90
0	-1	-90	-90
0	0	-180	0
0	1	90	90
0	2	90	90
0	3	90	90
0	4	90	90
0	5	90	90
0	6	90	90
0	7	90	90
0	8	90	90
0	9	90	90
0	10	90	90
0	11	90	90
0	12	90	90
0	13	90	90
0	14	90	90
0	15	90	90
0	16	90	90
0	17	90	90
0	18	90	90
0	19	90	90
1	-20	-90	-87.13759477
1	-19	-90	-86.9872125
1	-18	-90	-86.82016988
1	-17	-90	-86.63353934
1	-16	-90	-86.42366563
1	-15	-90	-86.18592517
1	-14	-90	-85.91438322
1	-13	-90	-85.60129465
1	-12	-90	-85.23635831
1	-11	-90	-84.80557109
1	-10	-90	-84.28940686
1	-9	-90	-83.65980825
1	-8	-90	-82.87498365
1	-7	-78.69006753	-81.86989765
1	-6	-78.69006753	-80.53767779
1	-5	-78.69006753	-78.69006753
1	-4	-73.61045967	-75.96375653
1	-3	-73.61045967	-71.56505118
1	-2	-60.2551187	-63.43494882
1	-1	-45	-45
1	0	2.84E-14	0
1	1	45	45
1	2	60.2551187	63.43494882
1	3	73.61045967	71.56505118
1	4	73.61045967	75.96375653
1	5	78.69006753	78.69006753
1	6	78.69006753	80.53767779
1	7	78.69006753	81.86989765
1	8	90	82.87498365
1	9	90	83.65980825
1	10	90	84.28940686
1	11	90	84.80557109
1	12	90	85.23635831
1	13	90	85.60129465
1	14	90	85.91438322
1	15	90	86.18592517
1	16	90	86.42366563
1	17	90	86.63353934
1	18	90	86.82016988
1	19	90	86.9872125
